ms_subclass,ms_zoning,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,foundation,bsmt_qual,total_bsmt_sf,gr_liv_area,kitchen_qual,garage_type,garage_cars,sale_type,saleprice,total_bath
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,4,1845.0,1872,2,Attchd,2.0,WD ,241500,3.0
50,RL,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Shng,None,2,BrkTil,4,676.0,1264,2,Detchd,2.0,WD ,147500,1.0
60,RL,HLS,Corner,StoneBr,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,5,1168.0,2500,4,BuiltIn,3.0,WD ,355000,4.0
45,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,Gable,MetalSd,MetalSd,None,2,BrkTil,3,784.0,784,3,NA,0.0,WD ,109500,2.0
70,RL,Lvl,Inside,ClearCr,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,2,CBlock,3,1032.0,2403,2,Attchd,1.0,COD,244400,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,Stone,2,CBlock,3,1416.0,1644,2,Attchd,2.0,WD ,167000,2.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,860.0,1729,3,Attchd,2.0,WD ,200000,3.0
30,RL,Lvl,Inside,SWISU,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Shng,None,2,BrkTil,3,830.0,879,2,Detchd,1.0,WD ,80000,1.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Hip,WdShing,Plywood,None,2,CBlock,3,864.0,864,2,Detchd,2.0,WD ,115000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,4,1196.0,1196,2,Attchd,1.0,WD ,139000,2.0
60,RL,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,2,CBlock,3,672.0,1400,2,Attchd,2.0,WD ,149500,2.0
70,RL,Lvl,Inside,Edwards,Artery,1Fam,2Story,4,Gable,MetalSd,MetalSd,None,2,CBlock,3,755.0,1510,2,Detchd,1.0,WD ,108000,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1240.0,1240,3,Attchd,3.0,WD ,194000,2.0
20,RL,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,988.0,988,2,Detchd,2.0,WD ,129500,2.0
90,RL,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,1560.0,1560,2,Detchd,3.0,WD ,126000,2.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,2,1078.0,1368,2,Attchd,1.0,WD ,120000,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1473.0,1484,3,Attchd,2.0,WD ,213000,3.0
120,RL,Lvl,Inside,Greens,Norm,TwnhsE,1Story,8,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,4,1226.0,1226,3,Attchd,2.0,WD ,190000,2.0
20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkFace,2,PConc,4,1160.0,1169,2,Attchd,2.0,WD ,183500,3.0
80,RL,Lvl,Inside,NAmes,Norm,1Fam,SLvl,7,Gable,Plywood,Plywood,BrkFace,2,CBlock,3,725.0,1651,2,BuiltIn,1.0,WD ,172000,3.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,2,CBlock,3,816.0,816,2,Detchd,1.0,WD ,100000,2.0
20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1564.0,1564,3,Attchd,3.0,WD ,218836,2.0
190,RM,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,2,482.0,1912,2,Detchd,2.0,WD ,163000,2.0
20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1510.0,1525,3,Attchd,2.0,New,206580,3.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,728.0,1456,3,Attchd,2.0,New,163990,3.0
70,RM,Lvl,FR3,IDOTRR,Norm,1Fam,2Story,5,Gable,AsbShng,Plywood,None,1,BrkTil,2,396.0,1330,2,Detchd,1.0,WD ,116500,1.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,840.0,1720,3,BuiltIn,2.0,WD ,188000,3.0
85,RL,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,793.0,1280,2,Basment,2.0,WD ,175000,3.0
120,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,3,CBlock,4,1166.0,1179,2,Attchd,2.0,WD ,182000,3.0
30,RM,Bnk,Inside,OldTown,Artery,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,3,BrkTil,3,850.0,960,2,Detchd,2.0,WD ,103000,1.0
20,RL,Lvl,Inside,NoRidge,Norm,1Fam,1Story,10,Hip,VinylSd,VinylSd,BrkFace,4,PConc,5,2633.0,2633,4,Attchd,3.0,WD ,466500,4.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,MetalSd,MetalSd,None,3,CBlock,3,988.0,988,3,Attchd,1.0,WD ,149500,3.0
120,RL,Lvl,Inside,NPkVill,Norm,Twnhs,1Story,7,Gable,Plywood,Brk Cmn,None,2,CBlock,4,1061.0,1055,2,Attchd,1.0,WD ,142500,2.0
30,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,5,Hip,Stucco,Plywood,None,2,PConc,3,1290.0,1422,2,Detchd,1.0,WD ,136500,1.0
160,RH,Lvl,Inside,Landmrk,Norm,Twnhs,2Story,6,Gable,VinylSd,VinylSd,None,2,PConc,4,630.0,1320,2,Detchd,2.0,WD ,137000,3.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,Plywood,Wd Sdng,BrkFace,3,CBlock,4,1675.0,1688,4,Attchd,2.0,WD ,226500,3.0
20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,Gable,HdBoard,HdBoard,None,2,PConc,4,1300.0,1341,3,Attchd,2.0,WD ,171500,3.0
80,RL,Lvl,Inside,CollgCr,Norm,1Fam,SLvl,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,911.0,954,2,Detchd,2.0,WD ,132500,1.0
60,FV,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,2,PConc,3,858.0,1789,2,Attchd,2.0,WD ,223000,4.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,1319.0,1537,3,Attchd,2.0,COD,174000,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,2,CBlock,3,884.0,884,2,Attchd,1.0,WD ,142000,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,3,PConc,4,1489.0,1489,3,Attchd,2.0,New,232600,2.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,2,CBlock,3,1040.0,1309,3,Attchd,2.0,WD ,181000,3.0
160,RM,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,6,Gable,CemntBd,CmentBd,None,2,CBlock,4,942.0,2521,2,Attchd,2.0,WD ,151400,4.0
20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1626.0,1634,3,Attchd,3.0,WD ,250000,2.0
60,RL,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,4,980.0,1714,2,Attchd,2.0,WD ,196500,3.0
75,RM,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,7,Gable,Wd Sdng,Wd Sdng,None,2,PConc,3,819.0,2454,2,Attchd,2.0,WD ,185000,2.0
20,RL,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,1216.0,1216,2,Attchd,1.0,WD ,113000,2.0
20,RL,HLS,Inside,StoneBr,Norm,1Fam,1Story,8,Gable,MetalSd,MetalSd,BrkFace,3,PConc,4,1419.0,1419,3,Attchd,2.0,New,392000,3.0
90,RL,Lvl,CulDSac,Edwards,Norm,Duplex,SFoyer,6,Flat,WdShing,Plywood,BrkFace,2,CBlock,4,945.0,980,2,NA,0.0,WD ,127500,4.0
160,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,Gable,MetalSd,MetalSd,BrkFace,3,PConc,4,756.0,1573,3,Detchd,2.0,WD ,177000,3.0
60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1158.0,2443,3,BuiltIn,3.0,WD ,265000,3.0
60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,3,PConc,5,1220.0,2362,3,Attchd,2.0,WD ,312500,4.0
75,RM,Lvl,Inside,OldTown,Artery,1Fam,2.5Unf,10,Gable,Wd Sdng,Wd Sdng,None,4,BrkTil,3,1237.0,2775,3,Detchd,2.0,WD ,325000,4.0
20,RL,Low,Inside,Veenker,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,CBlock,4,2014.0,2014,3,Attchd,3.0,WD ,275000,3.0
60,RL,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1203.0,2520,3,Attchd,3.0,WD ,290000,3.0
20,RL,Lvl,CulDSac,Sawyer,RRNe,1Fam,1Story,6,Hip,Plywood,Plywood,BrkCmn,2,CBlock,3,1208.0,1494,2,Attchd,2.0,WD ,169000,3.0
30,RM,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Shng,None,2,CBlock,3,616.0,616,2,Detchd,1.0,WD ,89000,1.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,2,PConc,4,789.0,1465,2,Attchd,2.0,WD ,180400,3.0
20,RL,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,912.0,912,2,Attchd,1.0,COD,114500,1.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1552.0,1552,3,Attchd,3.0,New,212900,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1413.0,1430,3,Attchd,2.0,WD ,187100,2.0
160,FV,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,Gable,MetalSd,MetalSd,BrkFace,2,PConc,4,729.0,1458,2,Detchd,2.0,WD ,176000,3.0
20,RL,Lvl,CulDSac,Crawfor,Norm,1Fam,1Story,6,Hip,HdBoard,BrkFace,None,2,PConc,4,1488.0,1488,2,Attchd,2.0,CWD,215000,3.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,770.0,1582,3,Attchd,2.0,WD ,185900,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,HdBoard,Plywood,None,2,CBlock,3,864.0,864,3,Detchd,2.0,WD ,120500,1.0
60,RL,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,5,Gable,VinylSd,VinylSd,None,3,PConc,4,732.0,1838,2,BuiltIn,2.0,WD ,192140,3.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,3,CBlock,3,816.0,816,3,Attchd,1.0,WD ,130500,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,3,PConc,4,2271.0,2276,4,Attchd,3.0,WD ,475000,3.0
30,RM,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,BrkTil,2,961.0,1077,2,Detchd,1.0,WD ,67000,1.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,5,1582.0,2161,4,Attchd,3.0,New,325624,3.0
20,RL,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1409.0,1409,3,Attchd,2.0,WD ,245000,3.0
20,RL,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,PConc,3,1114.0,1114,3,Detchd,2.0,WD ,159000,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,BrkFace,2,CBlock,3,1073.0,1073,2,Attchd,2.0,WD ,156000,3.0
20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,Hip,VinylSd,VinylSd,Stone,4,PConc,5,3094.0,2402,4,Attchd,3.0,WD ,555000,3.0
20,RL,Lvl,CulDSac,Veenker,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,None,2,PConc,4,1232.0,1232,2,Attchd,2.0,WD ,162500,2.0
90,RL,Lvl,Inside,SawyerW,Norm,Duplex,SFoyer,6,Gable,HdBoard,HdBoard,None,3,PConc,4,1344.0,1440,3,Attchd,4.0,WD ,224500,4.0
20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,Hip,AsbShng,AsbShng,BrkFace,2,CBlock,3,1488.0,1488,2,Attchd,2.0,WD ,133000,3.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,783.0,1509,3,Attchd,2.0,WD ,180000,3.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,2,CBlock,3,845.0,845,3,Attchd,1.0,WD ,134500,1.0
60,RL,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,10,Hip,VinylSd,VinylSd,BrkFace,4,PConc,5,1410.0,2945,3,BuiltIn,3.0,New,438780,4.0
80,RL,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,Gable,Plywood,Plywood,BrkFace,2,CBlock,4,1099.0,1431,2,Basment,1.0,WD ,165000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,892.0,892,2,Attchd,1.0,WD ,100000,1.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,Gable,Plywood,Plywood,BrkFace,2,CBlock,3,1329.0,1329,2,Attchd,2.0,WD ,176000,2.0
20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,Wd Sdng,Plywood,None,2,CBlock,3,1763.0,1779,2,Attchd,2.0,WD ,170000,3.0
120,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,VinylSd,VinylSd,BrkFace,3,PConc,4,1373.0,1555,3,Attchd,3.0,WD ,174000,2.0
50,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,Stucco,Stucco,None,2,PConc,3,768.0,1236,2,Detchd,1.0,WD ,127000,3.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,2,PConc,4,831.0,1651,2,BuiltIn,2.0,WD ,185900,3.0
30,RM,Lvl,Inside,OldTown,Artery,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,BrkTil,2,190.0,886,2,Attchd,1.0,WD ,91300,1.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1682.0,1700,3,Attchd,2.0,WD ,200000,3.0
50,RL,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1040.0,1846,2,Attchd,1.0,WD ,143000,2.0
50,RL,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,3,CBlock,3,1052.0,1920,3,Attchd,2.0,WD ,172500,3.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Gable,VinylSd,VinylSd,Stone,2,CBlock,3,1088.0,1088,2,Detchd,2.0,COD,110000,1.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1040.0,1362,2,Attchd,3.0,WD ,140000,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,1314.0,1314,3,Attchd,2.0,WD ,176432,2.0
20,RL,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,4,1278.0,1294,3,Attchd,2.0,WD ,179200,3.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1274.0,1274,3,Attchd,2.0,New,203000,3.0
20,RL,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,Stone,3,PConc,4,1689.0,1689,3,Attchd,3.0,New,248328,2.0
20,RL,HLS,Corner,Timber,Norm,1Fam,1Story,9,Gable,CemntBd,CmentBd,BrkFace,4,PConc,5,1641.0,1641,4,Attchd,3.0,WD ,316500,3.0
50,RL,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,7,Gable,BrkFace,Plywood,None,2,CBlock,3,570.0,1079,2,Attchd,1.0,WD ,125600,1.0
20,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,984.0,984,1,Detchd,1.0,WD ,110000,2.0
30,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,Hip,MetalSd,MetalSd,None,2,PConc,3,960.0,960,1,Detchd,1.0,WD ,108500,1.0
20,C (all),Bnk,Inside,IDOTRR,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,1,CBlock,3,540.0,1044,1,Basment,2.0,WD ,55993,1.0
50,RM,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,Gable,VinylSd,VinylSd,None,2,BrkTil,3,1027.0,1633,3,Detchd,1.0,WD ,129000,1.0
20,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,4,1112.0,1137,3,Attchd,2.0,WD ,176000,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,1380.0,1380,2,Attchd,1.0,WD ,154000,2.0
20,RL,Lvl,Corner,Timber,Norm,1Fam,1Story,6,Gable,Plywood,HdBoard,BrkFace,3,CBlock,4,1256.0,1256,3,Attchd,2.0,WD ,180000,2.0
120,RM,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,5,Gable,CemntBd,CmentBd,None,2,PConc,4,1142.0,1142,2,Attchd,2.0,WD ,134000,3.0
20,RL,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,Gable,WdShing,Wd Shng,None,2,CBlock,3,1202.0,2158,3,Attchd,2.0,WD ,243000,3.0
20,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,3,PConc,4,1616.0,1629,3,Attchd,3.0,WD ,270000,3.0
20,RL,Bnk,Corner,Mitchel,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,2,PConc,3,1084.0,1080,2,Attchd,2.0,WD ,134000,2.0
60,RL,Low,Inside,NoRidge,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,3,PConc,4,1347.0,2646,3,Attchd,3.0,WD ,260000,4.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,738.0,1491,3,Attchd,2.0,WD ,168675,3.0
80,RL,Lvl,CulDSac,Gilbert,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,2,PConc,4,392.0,1694,2,BuiltIn,2.0,WD ,160000,3.0
50,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,HdBoard,None,2,BrkTil,2,684.0,1080,3,NA,0.0,WD ,95000,1.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,704.0,1422,3,Attchd,2.0,WD ,173000,3.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1293.0,1301,3,Attchd,2.0,New,187750,3.0
60,RL,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,7,Gable,Plywood,Plywood,BrkFace,2,CBlock,4,791.0,2093,2,Attchd,2.0,WD ,215000,3.0
20,RL,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,1073.0,1073,2,Attchd,1.0,WD ,120000,1.0
20,RL,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1494.0,1506,3,Attchd,2.0,WD ,249000,3.0
20,RL,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,Hip,HdBoard,HdBoard,BrkFace,2,CBlock,3,1334.0,1334,2,Attchd,2.0,WD ,164500,3.0
70,RM,Lvl,Corner,OldTown,Feedr,1Fam,2Story,7,Gable,Wd Sdng,Wd Shng,None,2,BrkTil,3,672.0,1344,3,Attchd,2.0,WD ,140000,3.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,732.0,732,2,Detchd,1.0,WD ,118900,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,3,PConc,4,1468.0,1468,3,Attchd,3.0,WD ,239900,2.0
120,RL,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,2,CBlock,4,1069.0,1069,2,Attchd,2.0,WD ,146300,3.0
120,RM,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,5,Gable,CemntBd,CmentBd,None,2,PConc,4,1040.0,1040,2,Attchd,2.0,WD ,124000,1.0
190,RL,Lvl,Inside,Sawyer,Norm,2fmCon,SFoyer,5,Gable,HdBoard,HdBoard,None,2,CBlock,4,925.0,999,2,Detchd,1.0,WD ,130000,2.0
20,RL,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,2,PConc,4,1349.0,1349,2,Attchd,2.0,WD ,179000,2.0
20,RL,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,Gable,HdBoard,HdBoard,None,2,PConc,4,1424.0,1442,2,Attchd,2.0,WD ,180500,2.0
30,RM,Lvl,Corner,OldTown,Artery,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,2,CBlock,3,747.0,747,2,Attchd,1.0,WD ,80000,1.0
20,RL,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,CemntBd,CmentBd,Stone,3,PConc,4,1573.0,1578,4,Attchd,3.0,New,287090,2.0
120,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1368.0,1511,3,Attchd,2.0,WD ,246990,3.0
20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkCmn,2,CBlock,3,1302.0,1128,2,Attchd,2.0,WD ,154204,2.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,7,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,1312.0,1312,2,Attchd,2.0,WD ,186000,2.0
160,RM,Lvl,Inside,BrDale,Norm,Twnhs,2Story,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,630.0,1302,2,Detchd,1.0,WD ,111750,3.0
20,RL,HLS,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,4,PConc,5,2846.0,2696,4,Attchd,3.0,WD ,500000,4.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,628.0,1356,3,BuiltIn,2.0,New,177439,3.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Gable,VinylSd,VinylSd,Stone,4,PConc,5,1104.0,2184,4,Attchd,3.0,WD ,335000,4.0
60,RL,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,Hip,Plywood,Plywood,BrkFace,2,CBlock,3,803.0,1964,2,Attchd,2.0,WD ,205000,3.0
120,RL,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,3,PConc,4,1312.0,1321,3,Attchd,2.0,WD ,212000,2.0
120,RM,HLS,Corner,Crawfor,Artery,TwnhsE,1Story,8,Hip,CemntBd,CmentBd,Stone,3,PConc,5,1594.0,1646,3,Attchd,2.0,WD ,246000,4.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,WdShing,Plywood,BrkFace,3,CBlock,4,1260.0,1260,2,Attchd,2.0,WD ,181900,3.0
50,RM,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,926.0,1316,2,Detchd,2.0,WD ,130000,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,Gable,Wd Sdng,Wd Shng,None,2,BrkTil,2,264.0,1432,2,Detchd,2.0,WD ,132000,2.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,779.0,1958,3,Attchd,2.0,CWD,220000,4.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,None,3,PConc,4,1753.0,1788,4,Attchd,2.0,WD ,236500,2.0
60,FV,Lvl,Inside,Somerst,RRAn,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,4,832.0,1935,2,BuiltIn,2.0,New,263435,4.0
50,RM,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,1272.0,1969,2,Detchd,2.0,COD,141000,2.0
